filename;reference_author;reference_year;reference_title
ABDUCT~1.PDF; pesic, m., van der aalst, w.m.p.;2006;" a declarative approach for ﬂexible business
processes management"
ABDUCT~1.PDF; rozinat, a., van der aalst, w.m.p.;2008;" conformance checking of processes based on
monitoring real behavior"
ABDUCT~1.PDF; singh, m.p.;2003; agent communication languages: rethinking the principles
ABDUCT~1.PDF; singh, m.p., chopra, a.k., desai, n.;2009; commitment-based service-oriented architecture
ABDUCT~1.PDF; smith, f., proietti, m.;2013;" rule-based behavioral reasoning on semantic business
processes"
ABDUCT~1.PDF; terenziani, p., raviola, p., bruschi, o., torchio, m., marzuoli, m., molino, g.;1999;"
representing knowledge levels in clinical guidelines"
ABDUCT~1.PDF; yolum, p., singh, m.p.;2001; commitment machines
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; takeshita, k., sasabe, m., nakano, h.;2008; mobile p2p networks for highly dynamic environments
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; kamvar, s.d., schlosser, m.t., molina, h.g.;2003;" the eigentrust algorithm for reputation
management in p2p networks"
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; zhou, r., hwang, k.;2007;" powertrust: a robust and scalable reputation system for trusted
p2p computing"
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; tian, c.q., zou, s.h., wang, w.d., cheng, s.d.;2008; a new trust model based on recommendation evidence for p2p networks
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; thomas, r., vana, k.;2006;" decentralized trust management for ad-hoc peer-to-peer networks.
in: 4th international workshop on middleware for pervasive and ad-hoc computing,
melbourne, australia "
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; zhou, l., haas, z.j.;1999; securing ad hoc networks
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; kong, j., zerfos, p., luo, h., lu, s., zhang, l.;2001;" providing robust and ubiquitous security
support for mobile ad-hoc networks"
A-novel-trust-evaluation-model-for-mobile-P2P-networksLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; sastry, n., shankar, u., wagner, d.;2003; secure verification of locotion cloims
MODELI~1.PDF; bench-capon, t., et al.;2012;" a history of ai and law in 50 papers: 25 years of the
international conference on ai and law"
MODELI~1.PDF; sartor, g.;2005; legal reasoning: a cognitive approach to the law, ser
MODELI~1.PDF; rissland, e.l., ashley, k.d., loui, r.p.;2003; ai and law: a fruitful synergy
MODELI~1.PDF; van engers, t.m., van doesburg, r.;2015;" first steps towards a formal analysis of law.
in: proceedings of eknow "
MODELI~1.PDF; francesconi, e. (ed.);2010;" semantic processing of legal texts: where the language of
law meets the law of language"
MODELI~1.PDF; liao, s.-h.;1995;" expert system methodologies and applications–a decade review from
1995 to 2004"
MODELI~1.PDF; prakken, h., sartor, g.;2015; law and logic: a review from an argumentation perspective
MODELI~1.PDF; ashley, k.d., rissland, e.l.;1988;" a case-based approach to modeling legal expertise.
ieee expert 3"
MODELI~1.PDF; aikenhead, m.;1996; uses and abuses of neural networks in law
MODELI~1.PDF; gerathewohl, p.;1987; erschließung unbestimmter rechtsbegriﬀe mit hilfe des computers: ein versuch am beispiel der angemessenen wartezeit bei §142 stgb
MODELI~1.PDF; timmer, s.t., meyer, j.-j.c., prakken, h., renooij, s., verheij, b.;2015; a structureguided approach to capturing bayesian reasoning about legal evidence in argumentation
MODELI~1.PDF; francesconi, e. (ed.);2010; proceedings of loait 
MODELI~1.PDF; wyner, a.;2008; an ontology in owl for legal case-based reasoning
MODELI~1.PDF; casanovas, p., biasiotti, m. a., francesconi, e., sagri, m.t. (eds.);2007;" proceedings
of loait 2007: ii workshop on legal ontologies and artiﬁcial intelligence techniques "
MODELI~1.PDF; ramakrishna, s., paschke, a.;2014; a process for knowledge transformation and knowledge representation of patent law
MODELI~1.PDF; islam, m.b., governatori, g.;2015;" ruleoms: a rule-based online management system.
in: proceedings of the 15th international conference on artiﬁcial intelligence and
law"
MODELI~1.PDF; object management group;; uniﬁed modeling language (uml) 2.4.1 infrastructure
MODELI~1.PDF; object management group;; business process model and notation 
MODELI~1.PDF; object management group;;
MODELI~1.PDF; object management group;;
MODELI~1.PDF; governatori, g. (ed.);2010; law, logic and business processes
MODELI~1.PDF; waltl, b., matthes, f., waltl, t., grass, t.;2016;" lexia: a data science environment
for semantic analysis of german legal texts"
MODELI~1.PDF; reschenhofer, t., monahov, i., matthes, f.;2014; type-safety in ea model analysis
MODELI~1.PDF; jandach, t.;1993; juristische expertensysteme: methodische grundlagen ihrer entwicklung
DDART-~1.PDF; mazza, r., dimitrova, v.;2007;" coursevis: a graphical student monitoring tool for supporting
instructors in web-based distance courses"
DDART-~1.PDF; michel, c., lavoué, e., pietrac, l.;2012; a dashboard to regulate project-based learning
DDART-~1.PDF;" springer, heidelberg (2012)
3. ji, m.";2012; ergonomic study of existing project-based learning management system
DDART-~1.PDF; ji, m., michel, c., lavoué, e., george, s.;2013;" an architecture to combine activity traces
and reporting traces to support self-regulation processes"
DDART-~1.PDF; michel, c., lavoué, e.;; km and web 2.0 methods for project-based learning
DDART-~1.PDF;" ifenthaler d., isaias p., spector j.m., kinshuk,
sampson d., heidelberg (2011).
6. may, m., george, s., prévôt, p.";2011;" travis to enhance students’ self-monitoring in online
learning supported by computer-mediated communication tools"
DDART-~1.PDF; narciss, s., proske, a., koerndle, h.;2007;" promoting self-regulated learning in web-based
learning environments"
DDART-~1.PDF; durall, e., toikkanen, t.;2013; feeler: feel good and learn better
DDART-~1.PDF; charleer, s., klerkx, j., santos, j.l., duval, e.;2013;" improving awareness and reflection
through collaborative, interactive visualizations of badges"
DDART-~1.PDF; winne, p.h., hadwin, a.f., gress, c.;2010; the learning kit project: software tools for supporting and researching regulation of collaborative learning
DDART-~1.PDF; phielix, c., prins, f.j., kirschner, p.a.;2010; group awareness of social and cognitive behavior in a cscl environment
DDART-~1.PDF; graf, s., ives, c., rahman, n., ferri, a.;2011; aat: a tool for accessing and analysing students’ behaviour data in learning systems
DDART-~1.PDF; gendron, é.;2010;" cadre conceptuel pour l’élaboration d’indicateurs de collaboration àpartir des
traces d’activité"
DDART-~1.PDF; djouad, t., benmohammed, m., mille, a.;2010;" indicators computation from modeled traces in
the context of computer human learning environment"
PREVEN~1.PDF;" a. jain, u. prajapati and p. chouhan, “trust based mechanism with
aodv protocol for prevention of black-hole attack in manet
scenario”, symposium on colossal data analysis and networking
(cdan), indore, ieee, pp. 1-4,2016.";2016; a
PREVEN~1.PDF;" n. sharma and a. sharma, “the black-hole node attack in
manet”, second international conference on advanced computing
& communication technologies, rohtak, haryana, pp. 546-550,2012.";2012; n
PREVEN~1.PDF;" s. singh, a. mishra and u. singh, ""detecting and avoiding of
collaborative black hole attack on manet using trusted aodv routing
algorithm”, symposium on colossal data analysis and networking
(cdan), indore, pp. 1-6,2016.";2016; s
PREVEN~1.PDF;" antony devassy and k. jayanthi, “prevention of black hole attack in
mobile ad-hoc networks using mn-id broadcasting”, international
journal of modern engineering research, vol. 2, no.3, pp.1017-1021,
2012.";2012; antony devassy and k
PREVEN~1.PDF;" pooja and r. k. chauhan, “an assessment based approach to detect
black hole attack in manet”, international conference on
computing, communication & automation, noida, pp. 552-557,2015.";2015; pooja and r
PREVEN~1.PDF;" pooja and r. k. chauhan, “an assessment based approach to detect
black hole attack in manet”, international conference on
computing, communication & automation, noida, pp. 552-557, 2015.";2015; pooja and r
PREVEN~1.PDF;" sowmya k.s, rakesh t. and deepthi p hudedagaddi, “detection and
prevention of blackhole attack in manet using aco”, ijcsns
international journal of computer science and network security, vol.
12, no.5, pp.21-24, 2012.";2012; sowmya k.s, rakesh t
PREVEN~1.PDF;" s. s. narayanan and s. radhakrishnan, “secure aodv to combat black
hole attack in manet”, international conference on recent trends in
information technology (icrtit), chennai, ieee, pp. 447-452,2013.";2013; s
PREVEN~1.PDF;" sathish m, arumugam k, s. n. pari and harikrishnan v s, “detection
of single and collaborative black hole attack in manet”, international
conference on wireless communications, signal processing and
networking (wispnet), chennai, pp. 2040-2044, , 2016,";2016; sathish m, arumugam k, s
PREVEN~1.PDF;" f.
thachil
and
k.
c.
shet,
“a trust based approach for aodv protocol to mitigate black hole
attack in manet”, international conference on computing sciences,
phagwara, 2012, pp. 281-285.";2012;" f.
thachil
and
k.
c.
shet,
“a trust based approach for aodv protocol to mitigate black hole
attack in manet”, international conference on computing sciences,
phagwara, 2012, pp"
PREVEN~1.PDF;" pooja jaiswal, and rakesh kumar, “prevention of black hole attack in
manet”, international journal of computer networks and wireless
communications (ijcnwc), vol. 2,no.5, pp. 599-606,2";;" pooja jaiswal, and rakesh kumar, “prevention of black hole attack in
manet”, international journal of computer networks and wireless
communications (ijcnwc), vol"
PREVEN~1.PDF;"
12. y. f. alem and z. c. xuan, “preventing black hole attack in mobile
ad-hoc networks using anomaly detection”, 2nd international

retrieval number";2019;" b2666078219/2019©beiesp
doi: 10.35940/ijrte.b2666.078219

conference on future computer and communication, wuha, pp.
v3-672-v3-676,2010.
h"
WHAT-D~2.PDF; metcalfe, j.s.;2002; knowledge of growth and the growth of knowledge
WHAT-D~2.PDF; bellinger, g., castro, d., mills, a.;2004;" data, information, knowledge, and wisdom
(2004)"
WHAT-D~2.PDF; wang, j., de vries, a.p., reinders, m.j.;2008; uniﬁed relevance models for rating prediction in collaborative ﬁltering
WHAT-D~2.PDF; holsapple, c.w., whinston, a.b.;1987; knowledge-based organizations
WHAT-D~2.PDF; calero valdez, a., zieﬂe, m., alagöz, f., holzinger, a.;2010;" mental models of menu
structures in diabetes assistants"
WHAT-D~2.PDF; orlikowski, w.j., gash, d.c.;1994;" technological frames: making sense of information
technology in organizations"
WHAT-D~2.PDF; grudin, j.;1994; groupware and social dynamics: eight challenges for developers
WHAT-D~2.PDF; olson, g.m., olson, j.s.;2000; distance matters
WHAT-D~2.PDF; sharma, s.k., gupta, j.n., wickramasinghe, n.;2005; a framework for building a learning organisation in the 21st century
WHAT-D~2.PDF; ellis, c.a., gibbs, s.j., rein, g.;1991; groupware: some issues and experiences
WHAT-D~2.PDF; chaudhuri, s., dayal, u.;1997;" an overview of data warehousing and olap technology.
acm sigmod rec"
WHAT-D~2.PDF; dumas, m., van der aalst, w.m., ter hofstede, a.h.;2005; process-aware information systems: bridging people and software through process technology
WHAT-D~2.PDF; sugiyama, k., hatano, k., yoshikawa, m.;2004;" adaptive web search based on user proﬁle
constructed without any eﬀort from users"
WHAT-D~2.PDF; morris, m.r., horvitz, e.;2007;" searchtogether: an interface for collaborative web search.
in: proceedings of the 20th annual acm symposium on user interface software and
technology, pp"
WHAT-D~2.PDF; burke, r.;2002; hybrid recommender systems: survey and experiments
WHAT-D~2.PDF; thudt, a., hinrichs, u., carpendale, s.;2012;" the bohemian bookshelf: supporting
serendipitous book discoveries through information visualization"
WHAT-D~2.PDF; miller, l.j., gazan, r., still, s.;2014;" unsupervised classiﬁcation and visualization of
unstructured text for the support of interdisciplinary collaboration"
WHAT-D~2.PDF; datta, a., tan teck yong, j., ventresque, a.;2011;" t-recs: team recommendation system
through expertise and cohesiveness"
WHAT-D~2.PDF; loepp, b., hussein, t., ziegler, j.;2014; choice-based preference elicitation for collaborative ﬁltering recommender systems
WHAT-D~2.PDF; adomavicius, g., tuzhilin, a.;2005; toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions
WHAT-D~2.PDF; herlocker, j.l., konstan, j.a., riedl, j.;2000; explaining collaborative ﬁltering recommendations
WHAT-D~2.PDF; gunawardana, a., meek, c.;2009;" a uniﬁed approach to building hybrid recommender
systems"
WHAT-D~2.PDF; shim, j.p., warkentin, m., courtney, j.f., power, d.j., sharda, r., carlsson, c.;2002;"
past, present, and future of decision support technology"
WHAT-D~2.PDF; gretarsson, b., o’donovan, j., bostandjiev, s., hall, c., höllerer, t.;2010; smallworlds: visualizing social recommendations
WHAT-D~2.PDF; shneiderman, b.;1996;" the eyes have it: a task by data type taxonomy for information
visualizations"
